RowID,Level,Term,SeeAlso,NonEssModif,MalignantPrimary,MalignantSecondary,CaInSitu,Benign,UncertainBehavior,UnspecifiedBehavior
711,1,globus pallidus,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
712,1,glomus,,,,,,,,
713,2,coccygeal,,,C49.5,C79.89,-,D21.5,D48.1,D49.2
714,2,jugularis,,,C75.5,C79.89,-,D35.6,D44.7,D49.7
715,1,glosso-epiglottic fold,,(s),C10.1,C79.89,D00.08,D10.5,D37.05,D49.0
716,1,glossopalatine fold,,,C09.1,C79.89,D00.08,D10.5,D37.05,D49.0
717,1,glossopharyngeal sulcus,,,C09.0,C79.89,D00.08,D10.5,D37.05,D49.0
718,1,glottis,,,C32.0,C78.39,D02.0,D14.1,D38.0,D49.1
719,1,gluteal region,,,C76.3,C79.89,D04.5,D36.7,D48.7,D49.89
720,1,great vessels NEC,,,C49.3,C79.89,-,D21.3,D48.1,D49.2
721,1,groin NEC,,,C76.3,C79.89,D04.5,D36.7,D48.7,D49.89
722,1,gum,,,C03.9,C79.89,D00.03,D10.39,D37.09,D49.0
723,2,lower,,,C03.1,C79.89,D00.03,D10.39,D37.09,D49.0
724,2,upper,,,C03.0,C79.89,D00.03,D10.39,D37.09,D49.0
725,1,hand NEC,,,C76.4-,C79.89,D04.6-,D36.7,D48.7,D49.89
726,1,head NEC,,,C76.0,C79.89,D04.4,D36.7,D48.7,D49.89
727,1,heart,,,C38.0,C79.89,-,D15.1,D48.7,D49.89
728,1,heel NEC,,,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
729,1,helix,,,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
730,1,"hematopoietic, hemopoietic tissue NEC",,,C96.9,-,-,-,-,-
731,2,specified NEC,,,C96.Z,-,-,-,-,-
732,1,"hemisphere, cerebral",,,C71.0,C79.31,-,D33.0,D43.0,D49.6
733,1,hemorrhoidal zone,,,C21.1,C78.5,D01.3,D12.9,D37.8,D49.0
734,1,hepatic,,,C22.9,C78.7,D01.5,D13.4,D37.6,D49.0
735,2,duct,,(bile),C24.0,C78.89,D01.5,D13.5,D37.6,D49.0
736,2,flexure,,(colon),C18.3,C78.5,D01.0,D12.3,D37.4,D49.0
737,2,primary,,,C22.8,C78.7,D01.5,D13.4,D37.6,D49.0
738,1,hepatobiliary,,,C24.9,C78.89,D01.5,D13.5,D37.6,D49.0
739,1,hepatoblastoma,,,C22.2,C78.7,D01.5,D13.4,D37.6,D49.0
740,1,hepatoma,,,C22.0,C78.7,D01.5,D13.4,D37.6,D49.0
741,1,hilus of lung,,,C34.0-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
742,1,hip NEC,,,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
743,1,"hippocampus, brain",,,C71.2,C79.31,-,D33.0,D43.0,D49.6
744,1,humerus,,(any part),C40.0-,C79.51,-,D16.0-,-,-
745,1,hymen,,,C52,C79.82,D07.2,D28.1,D39.8,D49.59
746,1,"hypopharynx, hypopharyngeal NEC",,,C13.9,C79.89,D00.08,D10.7,D37.05,D49.0
747,2,overlapping lesion,,,C13.8,-,-,-,-,-
748,2,postcricoid region,,,C13.0,C79.89,D00.08,D10.7,D37.05,D49.0
749,2,posterior wall,,,C13.2,C79.89,D00.08,D10.7,D37.05,D49.0
750,2,pyriform fossa,,(sinus),C12,C79.89,D00.08,D10.7,D37.05,D49.0
751,1,hypophysis,,,C75.1,C79.89,D09.3,D35.2,D44.3,D49.7
752,1,hypothalamus,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
753,1,"ileocecum, ileocecal",,(coil) (junction) (valve),C18.0,C78.5,D01.0,D12.0,D37.4,D49.0
754,1,ileum,,,C17.2,C78.4,D01.49,D13.39,D37.2,D49.0
755,1,ilium,,,C41.4,C79.51,-,D16.8,D48.0,D49.2
756,1,immunoproliferative NEC,,,C88.9,-,-,-,-,-
757,1,infraclavicular,,(region),C76.1,C79.89,D04.5,D36.7,D48.7,D49.89
758,1,inguinal,,(region),C76.3,C79.89,D04.5,D36.7,D48.7,D49.89
759,1,insula,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
760,1,insular tissue,,(pancreas),C25.4,C78.89,D01.7,D13.7,D37.8,D49.0
761,2,brain,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
762,1,interarytenoid fold,,,C13.1,C79.89,D00.08,D10.7,D37.05,D49.0
763,2,hypopharyngeal aspect,,,C13.1,C79.89,D00.08,D10.7,D37.05,D49.0
764,2,laryngeal aspect,,,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
765,2,marginal zone,,,C13.1,C79.89,D00.08,D10.7,D37.05,D49.0
766,1,interdental papillae,,,C03.9,C79.89,D00.03,D10.39,D37.09,D49.0
767,2,lower,,,C03.1,C79.89,D00.03,D10.39,D37.09,D49.0
768,2,upper,,,C03.0,C79.89,D00.03,D10.39,D37.09,D49.0
769,1,internal,,,,,,,,
770,2,capsule,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
771,2,os,,(cervix),C53.0,C79.82,D06.0,D26.0,D39.0,D49.59
772,1,intervertebral cartilage or disc,,,C41.2,C79.51,-,D16.6,D48.0,D49.2
773,1,"intestine, intestinal",,,C26.0,C78.80,D01.40,D13.99,D37.8,D49.0
774,2,large,,,C18.9,C78.5,D01.0,D12.6,D37.4,D49.0
775,3,appendix,,,C18.1,C78.5,D01.0,D12.1,D37.3,D49.0
776,3,caput coli,,,C18.0,C78.5,D01.0,D12.0,D37.4,D49.0
777,3,cecum,,,C18.0,C78.5,D01.0,D12.0,D37.4,D49.0
778,3,colon,,,C18.9,C78.5,D01.0,D12.6,D37.4,D49.0
779,4,and rectum,,,C19,C78.5,D01.1,D12.7,D37.5,D49.0
780,4,ascending,,,C18.2,C78.5,D01.0,D12.2,D37.4,D49.0
781,4,caput,,,C18.0,C78.5,D01.0,D12.0,D37.4,D49.0
782,4,descending,,,C18.6,C78.5,D01.0,D12.4,D37.4,D49.0
783,4,distal,,,C18.6,C78.5,D01.0,D12.4,D37.4,D49.0
784,4,left,,,C18.6,C78.5,D01.0,D12.4,D37.4,D49.0
785,4,overlapping lesion,,,C18.8,-,-,-,-,-
786,4,pelvic,,,C18.7,C78.5,D01.0,D12.5,D37.4,D49.0
787,4,right,,,C18.2,C78.5,D01.0,D12.2,D37.4,D49.0
788,4,sigmoid,,(flexure),C18.7,C78.5,D01.0,D12.5,D37.4,D49.0
789,4,transverse,,,C18.4,C78.5,D01.0,D12.3,D37.4,D49.0
790,3,hepatic flexure,,,C18.3,C78.5,D01.0,D12.3,D37.4,D49.0
791,3,"ileocecum, ileocecal",,(coil) (valve),C18.0,C78.5,D01.0,D12.0,D37.4,D49.0
792,3,overlapping lesion,,,C18.8,-,-,-,-,-
793,3,sigmoid flexure,,(lower) (upper),C18.7,C78.5,D01.0,D12.5,D37.4,D49.0
794,3,splenic flexure,,,C18.5,C78.5,D01.0,D12.3,D37.4,D49.0
795,2,small,,,C17.9,C78.4,D01.40,D13.30,D37.2,D49.0
796,3,duodenum,,,C17.0,C78.4,D01.49,D13.2,D37.2,D49.0
797,3,ileum,,,C17.2,C78.4,D01.49,D13.39,D37.2,D49.0
798,3,jejunum,,,C17.1,C78.4,D01.49,D13.39,D37.2,D49.0
799,3,overlapping lesion,,,C17.8,-,-,-,-,-
800,2,tract NEC,,,C26.0,C78.89,D01.40,D13.99,D37.8,D49.0
801,1,intra-abdominal,,,C76.2,C79.89,D09.8,D36.7,D48.7,D49.89
802,1,intracranial NEC,,,C71.9,C79.31,-,D33.2,D43.2,D49.6
803,1,intrahepatic,,(bile),C22.1,C78.7,D01.5,D13.4,D37.6,D49.0
804,1,intraocular,,,C69.9-,C79.49,D09.2-,D31.9-,D48.7,D49.89
805,1,intraorbital,,,C69.6-,C79.49,D09.2-,D31.6-,D48.7,D49.89
806,1,intrasellar,,,C75.1,C79.89,D09.3,D35.2,D44.3,D49.7
807,1,intrathoracic,,(cavity) (organs),C76.1,C79.89,D09.8,D15.9,D48.7,D49.89
808,2,specified NEC,,,C76.1,C79.89,D09.8,D15.7,-,-
809,1,iris,,,C69.4-,C79.49,D09.2-,D31.4-,D48.7,D49.89
810,1,ischiorectal,,(fossa),C76.3,C79.89,D09.8,D36.7,D48.7,D49.89
811,1,ischium,,,C41.4,C79.51,-,D16.8,D48.0,D49.2
812,1,island of Reil,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
813,1,islands or islets of Langerhans,,,C25.4,C78.89,D01.7,D13.7,D37.8,D49.0
814,1,isthmus uteri,,,C54.0,C79.82,D07.0,D26.1,D39.0,D49.59
815,1,jaw,,,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
816,2,bone,,,C41.1,C79.51,-,D16.5-,D48.0,D49.2
817,3,lower,,,C41.1,C79.51,-,D16.5-,-,-
818,3,upper,,,C41.0,C79.51,-,D16.4-,-,-
819,2,carcinoma,,(any type) (lower) (upper),C76.0,C79.89,-,-,-,-
820,2,skin,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
821,2,soft tissues,,,C03.9,C79.89,D00.03,D10.39,D37.09,D49.0
822,3,lower,,,C03.1,C79.89,D00.03,D10.39,D37.09,D49.0
823,3,upper,,,C03.0,C79.89,D00.03,D10.39,D37.09,D49.0
824,1,jejunum,,,C17.1,C78.4,D01.49,D13.39,D37.2,D49.0
825,1,joint NEC,,,C41.9,C79.51,-,D16.9-,D48.0,D49.2
826,2,acromioclavicular,,,C40.0-,C79.51,-,D16.0-,-,-
827,2,bursa or synovial membrane,"Neoplasm, connective tissue",,,,,,,
828,2,costovertebral,,,C41.3,C79.51,-,D16.7,D48.0,D49.2
829,2,sternocostal,,,C41.3,C79.51,-,D16.7,D48.0,D49.2
830,2,temporomandibular,,,C41.1,C79.51,-,D16.5-,D48.0,D49.2
831,1,junction,,,,,,,,
832,2,anorectal,,,C21.8,C78.5,D01.3,D12.9,D37.8,D49.0
833,2,cardioesophageal,,,C16.0,C78.89,D00.2,D13.1,D37.1,D49.0
834,2,esophagogastric,,,C16.0,C78.89,D00.2,D13.1,D37.1,D49.0
835,2,gastroesophageal,,,C16.0,C78.89,D00.2,D13.1,D37.1,D49.0
836,2,hard and soft palate,,,C05.9,C79.89,D00.00,D10.39,D37.09,D49.0
837,2,ileocecal,,,C18.0,C78.5,D01.0,D12.0,D37.4,D49.0
838,2,pelvirectal,,,C19,C78.5,D01.1,D12.7,D37.5,D49.0
839,2,pelviureteric,,,C65.-,C79.0-,D09.19,D30.1-,D41.1-,D49.59
840,2,rectosigmoid,,,C19,C78.5,D01.1,D12.7,D37.5,D49.0
841,2,"squamocolumnar, of cervix",,,C53.8,C79.82,D06.7,D26.0,D39.0,D49.59
842,1,Kaposi's sarcoma,"Kaposi's, sarcoma",,,,,,,
843,1,kidney,,(parenchymal),C64.-,C79.0-,D09.19,D30.0-,D41.0-,D49.51-
844,2,calyx,,,C65.-,C79.0-,D09.19,D30.1-,D41.1-,D49.51-
845,2,hilus,,,C65.-,C79.0-,D09.19,D30.1-,D41.1-,D49.51-
846,2,pelvis,,,C65.-,C79.0-,D09.19,D30.1-,D41.1-,D49.51-
847,1,knee NEC,,,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
848,1,labia,,(skin),C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
849,2,majora,,,C51.0,C79.82,D07.1,D28.0,D39.8,D49.59
850,2,minora,,,C51.1,C79.82,D07.1,D28.0,D39.8,D49.59
851,1,labial,,,C00.9,C79.89,D00.01,D10.0,D37.01,D49.0
852,2,sulcus,,(lower) (upper),C06.1,C79.89,D00.02,D10.39,D37.09,D49.0
853,1,labium,,(skin),C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
854,2,majus,,,C51.0,C79.82,D07.1,D28.0,D39.8,D49.59
855,2,minus,,,C51.1,C79.82,D07.1,D28.0,D39.8,D49.59
856,1,lacrimal,,,,,,,,
857,2,canaliculi,,,C69.5-,C79.49,D09.2-,D31.5-,D48.7,D49.89
858,2,duct,,(nasal),C69.5-,C79.49,D09.2-,D31.5-,D48.7,D49.89
859,2,gland,,,C69.5-,C79.49,D09.2-,D31.5-,D48.7,D49.89
860,2,punctum,,,C69.5-,C79.49,D09.2-,D31.5-,D48.7,D49.89
861,2,sac,,,C69.5-,C79.49,D09.2-,D31.5-,D48.7,D49.89
862,1,"Langerhans, islands or islets",,,C25.4,C78.89,D01.7,D13.7,D37.8,D49.0
863,1,laryngopharynx,,,C13.9,C79.89,D00.08,D10.7,D37.05,D49.0
864,1,"larynx, laryngeal NEC",,,C32.9,C78.39,D02.0,D14.1,D38.0,D49.1
865,2,aryepiglottic fold,,,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
866,2,cartilage,,(arytenoid) (cricoid) (cuneiform) (thyroid),C32.3,C78.39,D02.0,D14.1,D38.0,D49.1
867,2,commissure,,(anterior) (posterior),C32.0,C78.39,D02.0,D14.1,D38.0,D49.1
868,2,extrinsic NEC,,,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
869,3,meaning hypopharynx,,,C13.9,C79.89,D00.08,D10.7,D37.05,D49.0
870,2,interarytenoid fold,,,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
871,2,intrinsic,,,C32.0,C78.39,D02.0,D14.1,D38.0,D49.1
872,2,overlapping lesion,,,C32.8,-,-,-,-,-
873,2,ventricular band,,,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
874,1,leg NEC,,,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
875,1,"lens, crystalline",,,C69.4-,C79.49,D09.2-,D31.4-,D48.7,D49.89
876,1,lid,,(lower) (upper),C44.10-,C79.2,D04.1-,D23.1-,D48.5,D49.2
877,2,basal cell carcinoma,,,C44.11-,-,-,-,-,-
878,2,sebaceous cell,,,C44.13-,-,-,-,-,-
879,2,specified type NEC,,,C44.19-,-,-,-,-,-
880,2,squamous cell carcinoma,,,C44.12-,-,-,-,-,-
881,1,ligament,,,,,,,,
882,2,broad,,,C57.1,C79.82,D07.39,D28.2,D39.8,D49.59
883,2,Mackenrodt's,,,C57.7,C79.82,D07.39,D28.7,D39.8,D49.59
884,2,non-uterine,"Neoplasm, connective tissue",,,,,,,
885,2,round,,,C57.2,C79.82,-,D28.2,D39.8,D49.59
886,2,sacro-uterine,,,C57.3,C79.82,-,D28.2,D39.8,D49.59
887,2,uterine,,,C57.3,C79.82,-,D28.2,D39.8,D49.59
888,2,utero-ovarian,,,C57.7,C79.82,D07.39,D28.2,D39.8,D49.59
889,2,uterosacral,,,C57.3,C79.82,-,D28.2,D39.8,D49.59
890,1,limb,,,C76.8,C79.89,D04.8,D36.7,D48.7,D49.89
891,2,lower,,,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
892,2,upper,,,C76.4-,C79.89,D04.6-,D36.7,D48.7,D49.89
893,1,limbus of cornea,,,C69.1-,C79.49,D09.2-,D31.1-,D48.7,D49.89
894,1,lingual NEC,,,C02.9,C79.89,D00.07,D10.1,D37.02,D49.0
895,1,"lingula, lung",,,C34.1-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
896,1,lip,,,C00.9,C79.89,D00.01,D10.0,D37.01,D49.0
897,2,buccal aspect,"Neoplasm, lip, internal",,,,,,,
898,2,commissure,,,C00.6,C79.89,D00.01,D10.0,D37.01,D49.0
899,2,external,,,C00.2,C79.89,D00.01,D10.0,D37.01,D49.0
900,3,lower,,,C00.1,C79.89,D00.01,D10.0,D37.01,D49.0
901,3,upper,,,C00.0,C79.89,D00.01,D10.0,D37.01,D49.0
902,2,frenulum,"Neoplasm, lip, internal",,,,,,,
903,2,inner aspect,"Neoplasm, lip, internal",,,,,,,
904,2,internal,,,C00.5,C79.89,D00.01,D10.0,D37.01,D49.0
905,3,lower,,,C00.4,C79.89,D00.01,D10.0,D37.01,D49.0
906,3,upper,,,C00.3,C79.89,D00.01,D10.0,D37.01,D49.0
907,2,lipstick area,,,C00.2,C79.89,D00.01,D10.0,D37.01,D49.0
908,3,lower,,,C00.1,C79.89,D00.01,D10.0,D37.01,D49.0
909,3,upper,,,C00.0,C79.89,D00.01,D10.0,D37.01,D49.0
910,2,lower,,,C00.1,C79.89,D00.01,D10.0,D37.01,D49.0
911,3,internal,,,C00.4,C79.89,D00.01,D10.0,D37.01,D49.0
912,2,mucosa,"Neoplasm, lip, internal",,,,,,,
913,2,oral aspect,"Neoplasm, lip, internal",,,,,,,
914,2,overlapping lesion,,,C00.8,-,-,-,-,-
915,3,with oral cavity or pharynx,,,C14.8,-,-,-,-,-
916,2,skin,,(commissure) (lower) (upper),C44.00,C79.2,D04.0,D23.0,D48.5,D49.2
917,3,basal cell carcinoma,,,C44.01,-,-,-,-,-
918,3,specified type NEC,,,C44.09,-,-,-,-,-
919,3,squamous cell carcinoma,,,C44.02,-,-,-,-,-
920,2,upper,,,C00.0,C79.89,D00.01,D10.0,D37.01,D49.0
921,3,internal,,,C00.3,C79.89,D00.01,D10.0,D37.01,D49.0
922,2,vermilion border,,,C00.2,C79.89,D00.01,D10.0,D37.01,D49.0
923,3,lower,,,C00.1,C79.89,D00.01,D10.0,D37.01,D49.0
924,3,upper,,,C00.0,C79.89,D00.01,D10.0,D37.01,D49.0
925,1,lipomatous,"Lipoma, by site",,,,,,,
926,1,liver,,,C22.9,C78.7,D01.5,D13.4,D37.6,D49.0
927,2,primary,,,C22.8,C78.7,D01.5,D13.4,D37.6,D49.0
928,1,lumbosacral plexus,,,C47.5,C79.89,-,D36.16,D48.2,D49.2
929,1,lung,,,C34.9-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
930,2,azygos lobe,,,C34.1-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
931,2,carina,,,C34.0-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
932,2,hilus,,,C34.0-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
933,2,linqula,,,C34.1-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
934,2,lobe NEC,,,C34.9-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
935,2,lower lobe,,,C34.3-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
936,2,main bronchus,,,C34.0-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
937,2,mesothelioma,Mesothelioma,,,,,,,
938,2,middle lobe,,,C34.2,C78.0-,D02.21,D14.31,D38.1,D49.1
939,2,overlapping lesion,,,C34.8-,-,-,-,-,-
940,2,upper lobe,,,C34.1-,C78.0-,D02.2-,D14.3-,D38.1,D49.1
941,1,"lymph, lymphatic channel NEC",,,C49.9,C79.89,-,D21.9,D48.1,D49.2
942,2,gland,,(secondary),-,C77.9,-,D36.0,D48.7,D49.89
943,3,abdominal,,,-,C77.2,-,D36.0,D48.7,D49.89
944,3,aortic,,,-,C77.2,-,D36.0,D48.7,D49.89
945,3,arm,,,-,C77.3,-,D36.0,D48.7,D49.89
946,3,auricular,,(anterior) (posterior),-,C77.0,-,D36.0,D48.7,D49.89
947,3,"axilla, axillary",,,-,C77.3,-,D36.0,D48.7,D49.89
948,3,brachial,,,-,C77.3,-,D36.0,D48.7,D49.89
949,3,bronchial,,,-,C77.1,-,D36.0,D48.7,D49.89
950,3,bronchopulmonary,,,-,C77.1,-,D36.0,D48.7,D49.89
951,3,celiac,,,-,C77.2,-,D36.0,D48.7,D49.89
952,3,cervical,,,-,C77.0,-,D36.0,D48.7,D49.89
953,3,cervicofacial,,,-,C77.0,-,D36.0,D48.7,D49.89
954,3,Cloquet,,,-,C77.4,-,D36.0,D48.7,D49.89
955,3,colic,,,-,C77.2,-,D36.0,D48.7,D49.89
956,3,common duct,,,-,C77.2,-,D36.0,D48.7,D49.89
957,3,cubital,,,-,C77.3,-,D36.0,D48.7,D49.89
958,3,diaphragmatic,,,-,C77.1,-,D36.0,D48.7,D49.89
959,3,"epigastric, inferior",,,-,C77.1,-,D36.0,D48.7,D49.89
960,3,epitrochlear,,,-,C77.3,-,D36.0,D48.7,D49.89
961,3,esophageal,,,-,C77.1,-,D36.0,D48.7,D49.89
962,3,face,,,-,C77.0,-,D36.0,D48.7,D49.89
963,3,femoral,,,-,C77.4,-,D36.0,D48.7,D49.89
964,3,gastric,,,-,C77.2,-,D36.0,D48.7,D49.89
965,3,groin,,,-,C77.4,-,D36.0,D48.7,D49.89
966,3,head,,,-,C77.0,-,D36.0,D48.7,D49.89
967,3,hepatic,,,-,C77.2,-,D36.0,D48.7,D49.89
968,3,hilar,,(pulmonary),-,C77.1,-,D36.0,D48.7,D49.89
969,4,splenic,,,-,C77.2,-,D36.0,D48.7,D49.89
970,3,hypogastric,,,-,C77.5,-,D36.0,D48.7,D49.89
971,3,ileocolic,,,-,C77.2,-,D36.0,D48.7,D49.89
972,3,iliac,,,-,C77.5,-,D36.0,D48.7,D49.89
973,3,infraclavicular,,,-,C77.3,-,D36.0,D48.7,D49.89
974,3,"inguina, inguinal",,,-,C77.4,-,D36.0,D48.7,D49.89
975,3,innominate,,,-,C77.1,-,D36.0,D48.7,D49.89
976,3,intercostal,,,-,C77.1,-,D36.0,D48.7,D49.89
977,3,intestinal,,,-,C77.2,-,D36.0,D48.7,D49.89
978,3,intrabdominal,,,-,C77.2,-,D36.0,D48.7,D49.89
979,3,intrapelvic,,,-,C77.5,-,D36.0,D48.7,D49.89
980,3,intrathoracic,,,-,C77.1,-,D36.0,D48.7,D49.89
981,3,jugular,,,-,C77.0,-,D36.0,D48.7,D49.89
982,3,leg,,,-,C77.4,-,D36.0,D48.7,D49.89
983,3,limb,,,,,,,,
984,4,lower,,,-,C77.4,-,D36.0,D48.7,D49.89
985,4,upper,,,-,C77.3,-,D36.0,D48.7,D49.89
986,3,lower limb,,,-,C77.4,-,D36.0,D48.7,D49.89
987,3,lumbar,,,-,C77.2,-,D36.0,D48.7,D49.89
988,3,mandibular,,,-,C77.0,-,D36.0,D48.7,D49.89
989,3,mediastinal,,,-,C77.1,-,D36.0,D48.7,D49.89
990,3,mesenteric,,(inferior) (superior),-,C77.2,-,D36.0,D48.7,D49.89
991,3,midcolic,,,-,C77.2,-,D36.0,D48.7,D49.89
992,3,multiple sites in categories C77.0 - C77.5,,,-,C77.8,-,D36.0,D48.7,D49.89
993,3,neck,,,-,C77.0,-,D36.0,D48.7,D49.89
994,3,obturator,,,-,C77.5,-,D36.0,D48.7,D49.89
995,3,occipital,,,-,C77.0,-,D36.0,D48.7,D49.89
996,3,pancreatic,,,-,C77.2,-,D36.0,D48.7,D49.89
997,3,para-aortic,,,-,C77.2,-,D36.0,D48.7,D49.89
998,3,paracervical,,,-,C77.5,-,D36.0,D48.7,D49.89
999,3,parametrial,,,-,C77.5,-,D36.0,D48.7,D49.89
1000,3,parasternal,,,-,C77.1,-,D36.0,D48.7,D49.89
1001,3,parotid,,,-,C77.0,-,D36.0,D48.7,D49.89
1002,3,pectoral,,,-,C77.3,-,D36.0,D48.7,D49.89
1003,3,pelvic,,,-,C77.5,-,D36.0,D48.7,D49.89
1004,3,peri-aortic,,,-,C77.2,-,D36.0,D48.7,D49.89
1005,3,peripancreatic,,,-,C77.2,-,D36.0,D48.7,D49.89
1006,3,popliteal,,,-,C77.4,-,D36.0,D48.7,D49.89
1007,3,porta hepatis,,,-,C77.2,-,D36.0,D48.7,D49.89
1008,3,portal,,,-,C77.2,-,D36.0,D48.7,D49.89
1009,3,preauricular,,,-,C77.0,-,D36.0,D48.7,D49.89
1010,3,prelaryngeal,,,-,C77.0,-,D36.0,D48.7,D49.89
1011,3,presymphysial,,,-,C77.5,-,D36.0,D48.7,D49.89
1012,3,pretracheal,,,-,C77.0,-,D36.0,D48.7,D49.89
1013,3,primary,,(any site),C96.9,-,-,-,-,-
1014,3,pulmonary,,(hiler),-,C77.1,-,D36.0,D48.7,D49.89
1015,3,pyloric,,,-,C77.2,-,D36.0,D48.7,D49.89
1016,3,retroperitoneal,,,-,C77.2,-,D36.0,D48.7,D49.89
1017,3,retropharyngeal,,,-,C77.0,-,D36.0,D48.7,D49.89
1018,3,Rosenmuller's,,,-,C77.4,-,D36.0,D48.7,D49.89
1019,3,sacral,,,-,C77.5,-,D36.0,D48.7,D49.89
1020,3,scalene,,,-,C77.0,-,D36.0,D48.7,D49.89
1021,3,site NEC,,,-,C77.9,-,D36.0,D48.7,D49.89
1022,3,splenic,,(hilar),-,C77.2,-,D36.0,D48.7,D49.89
1023,3,subclavicular,,,-,C77.3,-,D36.0,D48.7,D49.89
1024,3,subinguinal,,,-,C77.4,-,D36.0,D48.7,D49.89
1025,3,sublingual,,,-,C77.0,-,D36.0,D48.7,D49.89
1026,3,submandibular,,,-,C77.0,-,D36.0,D48.7,D49.89
1027,3,submaxillary,,,-,C77.0,-,D36.0,D48.7,D49.89
1028,3,submental,,,-,C77.0,-,D36.0,D48.7,D49.89
1029,3,subscapular,,,-,C77.3,-,D36.0,D48.7,D49.89
1030,3,supraclavicular,,,-,C77.0,-,D36.0,D48.7,D49.89
1031,3,thoracic,,,-,C77.1,-,D36.0,D48.7,D49.89
1032,3,tibial,,,-,C77.4,-,D36.0,D48.7,D49.89
1033,3,tracheal,,,-,C77.1,-,D36.0,D48.7,D49.89
1034,3,tracheobronchial,,,-,C77.1,-,D36.0,D48.7,D49.89
1035,3,upper limb,,,-,C77.3,-,D36.0,D48.7,D49.89
1036,3,Virchow's,,,-,C77.0,-,D36.0,D48.7,D49.89
1037,2,node,,,,,,,,
1038,3,primary NEC,,,C96.9,-,-,-,-,-
1039,2,vessel,,,C49.9,C79.89,-,D21.9,D48.1,D49.2
1040,1,Mackenrodt's ligament,,,C57.7,C79.82,D07.39,D28.7,D39.8,D49.59
1041,1,malar,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1042,2,region,"Neoplasm, cheek",,,,,,,
1043,1,mammary gland,"Neoplasm, breast",,,,,,,
1044,1,mandible,,,C41.1,C79.51,-,D16.5-,D48.0,D49.2
1045,2,alveolar,,,,,,,,
1046,3,mucosa,,(carcinoma),C03.1,C79.89,D00.03,D10.39,D37.09,D49.0
1047,3,ridge or process,,,C41.1,C79.51,-,D16.5-,D48.0,D49.2
1048,1,marrow,,(bone),C96.9,C79.52,-,-,D47.9,D49.89
1049,1,mastectomy site,,(skin),C44.501,C79.2,-,-,-,-
1050,2,specified as breast tissue,,,C50.8-,C79.81,-,-,-,-
1051,1,mastoid,,(air cells) (antrum) (cavity),C30.1,C78.39,D02.3,D14.0,D38.5,D49.1
1052,2,bone or process,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1053,1,"maxilla, maxillary",,(superior),C41.0,C79.51,-,D16.4-,D48.0,D49.2
1054,2,alveolar,,,,,,,,
1055,3,mucosa,,,C03.0,C79.89,D00.03,D10.39,D37.09,D49.0
1056,3,ridge or process,,(carcinoma),C41.0,C79.51,-,D16.4-,D48.0,D49.2
1057,2,antrum,,,C31.0,C78.39,D02.3,D14.0,D38.5,D49.1
1058,2,carcinoma,,,C03.0,C79.51,-,-,-,-
1059,2,inferior,"Neoplasm, mandible",,,,,,,
1060,2,sinus,,,C31.0,C78.39,D02.3,D14.0,D38.5,D49.1
1061,1,meatus external,,(ear),C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1062,1,"Meckel diverticulum, malignant",,,C17.3,C78.4,D01.49,D13.39,D37.2,D49.0
1063,1,"mediastinum, mediastinal",,,C38.3,C78.1,-,D15.2,D38.3,D49.89
1064,2,anterior,,,C38.1,C78.1,-,D15.2,D38.3,D49.89
1065,2,posterior,,,C38.2,C78.1,-,D15.2,D38.3,D49.89
1066,1,medulla,,,,,,,,
1067,2,adrenal,,,C74.1-,C79.7-,D09.3,D35.0-,D44.1-,D49.7
