RowID,Letter,Level,Term,SeeAlso,NonEssModif,PoisoningAccidental,PoisoningIntentionalSelfHarm,PoisoningAssault,PoisoningUndetermined,AdverseEffect,Underdosing
3294,G,3,in mobile container,,,T59.891,T59.892,T59.893,T59.894,--,--
3295,G,3,incomplete combustion of,"Carbon, monoxide, fuel, utility",,,,,,,
3296,G,3,piped,,(natural),T59.891,T59.892,T59.893,T59.894,--,--
3297,G,1,garage,,,T58.01,T58.02,T58.03,T58.04,--,--
3298,G,1,hydrocarbon NEC,,,T59.891,T59.892,T59.893,T59.894,--,--
3299,G,2,incomplete combustion of,"Carbon, monoxide, fuel, utility",,,,,,,
3300,G,2,liquefied,butane,,,,,,,
3301,G,3,piped,,,T59.891,T59.892,T59.893,T59.894,--,--
3302,G,1,hydrocyanic acid,,,T65.0X1,T65.0X2,T65.0X3,T65.0X4,--,--
3303,G,1,illuminating,,(after combustion),T58.11,T58.12,T58.13,T58.14,--,--
3304,G,2,prior to combustion,,,T59.891,T59.892,T59.893,T59.894,--,--
3305,G,1,"incomplete combustion, any","Carbon, monoxide",,,,,,,
3306,G,1,kiln,,,T58.8X1,T58.8X2,T58.8X3,T58.8X4,--,--
3307,G,1,lacrimogenic,,,T59.3X1,T59.3X2,T59.3X3,T59.3X4,--,--
3308,G,1,liquefied petroleum,butane,,,,,,,
3309,G,1,marsh,,,T59.891,T59.892,T59.893,T59.894,--,--
3310,G,1,"motor exhaust, not in transit",,,T58.01,T58.02,T58.03,T58.04,--,--
3311,G,1,"mustard, not in war",,,T59.891,T59.892,T59.893,T59.894,--,--
3312,G,1,natural,,,T59.891,T59.892,T59.893,T59.894,--,--
3313,G,1,"nerve, not in war",,,T59.91,T59.92,T59.93,T59.94,--,--
3314,G,1,oil,,,T52.0X1,T52.0X2,T52.0X3,T52.0X4,--,--
3315,G,1,petroleum,,(liquefied) (distributed in mobile containers),T59.891,T59.892,T59.893,T59.894,--,--
3316,G,2,piped,,(pure or mixed with air),T59.891,T59.892,T59.893,T59.894,--,--
3317,G,1,piped,,(manufactured) (natural),T59.891,T59.892,T59.893,T59.894,--,--
3318,G,1,producer,,,T58.8X1,T58.8X2,T58.8X3,T58.8X4,--,--
3319,G,1,propane,propane,,,,,,,
3320,G,1,refrigerant,,(chlorofluoro-carbon),T53.5X1,T53.5X2,T53.5X3,T53.5X4,--,--
3321,G,2,not chlorofluoro-carbon,,,T59.891,T59.892,T59.893,T59.894,--,--
3322,G,1,sewer,,,T59.91,T59.92,T59.93,T59.94,--,--
3323,G,1,specified source NEC,,,T59.91,T59.92,T59.93,T59.94,--,--
3324,G,1,stove,,(after combustion),T58.11,T58.12,T58.13,T58.14,--,--
3325,G,2,prior to combustion,,,T59.891,T59.892,T59.893,T59.894,--,--
3326,G,1,tear,,,T59.3X1,T59.3X2,T59.3X3,T59.3X4,--,--
3327,G,1,therapeutic,,,T41.5X1,T41.5X2,T41.5X3,T41.5X4,T41.5X5,T41.5X6
3328,G,1,utility,,"(for cooking, heating, or lighting) (piped)",T59.891,T59.892,T59.893,T59.894,--,--
3329,G,2,in mobile container,,,T59.891,T59.892,T59.893,T59.894,--,--
3330,G,2,incomplete combustion of,"Carbon, monoxide, fuel, utility",,,,,,,
3331,G,2,piped,,(natural),T59.891,T59.892,T59.893,T59.894,--,--
3332,G,1,water,,,T58.11,T58.12,T58.13,T58.14,--,--
3333,G,2,incomplete combustion of,"Carbon, monoxide, fuel, utility",,,,,,,
3334,G,0,Gaseous substance,,,,,,,,
3335,G,0,Gasoline,,,T52.0X1,T52.0X2,T52.0X3,T52.0X4,--,--
3336,G,1,vapor,,,T52.0X1,T52.0X2,T52.0X3,T52.0X4,--,--
3337,G,0,Gastric enzymes,,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
3338,G,0,Gastrografin,,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
3339,G,0,Gastrointestinal drug,,,T47.91,T47.92,T47.93,T47.94,T47.95,T47.96
3340,G,1,biological,,,T47.8X1,T47.8X2,T47.8X3,T47.8X4,T47.8X5,T47.8X6
3341,G,1,specified NEC,,,T47.8X1,T47.8X2,T47.8X3,T47.8X4,T47.8X5,T47.8X6
3342,G,0,Gaultheria procumbens,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
3343,G,0,Gefarnate,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
3344,G,0,Gelatin,,(intravenous),T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
3345,G,1,absorbable,,(sponge),T45.7X1,T45.7X2,T45.7X3,T45.7X4,T45.7X5,T45.7X6
3346,G,0,Gelfilm,,,T49.8X1,T49.8X2,T49.8X3,T49.8X4,T49.8X5,T49.8X6
3347,G,0,Gelfoam,,,T45.7X1,T45.7X2,T45.7X3,T45.7X4,T45.7X5,T45.7X6
3348,G,0,Gelsemine,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
3349,G,0,Gelsemium,,(sempervirens),T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
3350,G,0,Gemeprost,,,T48.0X1,T48.0X2,T48.0X3,T48.0X4,T48.0X5,T48.0X6
3351,G,0,Gemfibrozil,,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
3352,G,0,Gemonil,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
3353,G,0,Gentamicin,,,T36.5X1,T36.5X2,T36.5X3,T36.5X4,T36.5X5,T36.5X6
3354,G,1,ophthalmic preparation,,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
3355,G,1,topical NEC,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3356,G,0,Gentian,,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
3357,G,1,violet,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3358,G,0,Gepefrine,,,T44.4X1,T44.4X2,T44.4X3,T44.4X4,T44.4X5,T44.4X6
3359,G,0,Gestonorone caproate,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
3360,G,0,Gexane,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3361,G,0,Gila monster,,(venom),T63.111,T63.112,T63.113,T63.114,--,--
3362,G,0,Ginger,,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
3363,G,1,Jamaica,"Jamaica, ginger",,,,,,,
3364,G,0,Gitalin,,,T46.0X1,T46.0X2,T46.0X3,T46.0X4,T46.0X5,T46.0X6
3365,G,1,amorphous,,,T46.0X1,T46.0X2,T46.0X3,T46.0X4,T46.0X5,T46.0X6
3366,G,0,Gitaloxin,,,T46.0X1,T46.0X2,T46.0X3,T46.0X4,T46.0X5,T46.0X6
3367,G,0,Gitoxin,,,T46.0X1,T46.0X2,T46.0X3,T46.0X4,T46.0X5,T46.0X6
3368,G,0,Glafenine,,,T39.8X1,T39.8X2,T39.8X3,T39.8X4,T39.8X5,T39.8X6
3369,G,0,Glandular extract,,(medicinal),T50.Z91,T50.Z92,T50.Z93,T50.Z94,T50.Z95,T50.Z96
3370,G,0,Glaucarubin,,,T37.3X1,T37.3X2,T37.3X3,T37.3X4,T37.3X5,T37.3X6
3371,G,0,Glibenclamide,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3372,G,0,Glibornuride,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3373,G,0,Gliclazide,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3374,G,0,Glimidine,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3375,G,0,Glipizide,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3376,G,0,Gliquidone,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3377,G,0,Glisolamide,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3378,G,0,Glisoxepide,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3379,G,0,Globin zinc insulin,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3380,G,0,Globulin,,,,,,,,
3381,G,1,antilymphocytic,,,T50.Z11,T50.Z12,T50.Z13,T50.Z14,T50.Z15,T50.Z16
3382,G,1,antirhesus,,,T50.Z11,T50.Z12,T50.Z13,T50.Z14,T50.Z15,T50.Z16
3383,G,1,antivenin,,,T50.Z11,T50.Z12,T50.Z13,T50.Z14,T50.Z15,T50.Z16
3384,G,1,antiviral,,,T50.Z11,T50.Z12,T50.Z13,T50.Z14,T50.Z15,T50.Z16
3385,G,0,Glucagon,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3386,G,0,Glucocorticoids,,,T38.0X1,T38.0X2,T38.0X3,T38.0X4,T38.0X5,T38.0X6
3387,G,0,Glucocorticosteroid,,,T38.0X1,T38.0X2,T38.0X3,T38.0X4,T38.0X5,T38.0X6
3388,G,0,Gluconic acid,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
3389,G,0,Glucosamine sulfate,,,T39.4X1,T39.4X2,T39.4X3,T39.4X4,T39.4X5,T39.4X6
3390,G,0,Glucose,,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
3391,G,1,with sodium chloride,,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
3392,G,0,Glucosulfone sodium,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
3393,G,0,Glucurolactone,,,T47.8X1,T47.8X2,T47.8X3,T47.8X4,T47.8X5,T47.8X6
3394,G,0,Glue NEC,,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
3395,G,0,Glutamic acid,,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
3396,G,0,Glutaral,,(medicinal),T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3397,G,1,nonmedicinal,,,T65.891,T65.892,T65.893,T65.894,--,--
3398,G,0,Glutaraldehyde,,(nonmedicinal),T65.891,T65.892,T65.893,T65.894,--,--
3399,G,1,medicinal,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3400,G,0,Glutathione,,,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
3401,G,0,Glutethimide,,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
3402,G,0,Glyburide,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3403,G,0,Glycerin,,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
3404,G,0,Glycerol,,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
3405,G,1,borax,,,T49.6X1,T49.6X2,T49.6X3,T49.6X4,T49.6X5,T49.6X6
3406,G,1,intravenous,,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
3407,G,1,iodinated,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
3408,G,0,Glycerophosphate,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
3409,G,0,Glyceryl,,,,,,,,
3410,G,1,gualacolate,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
3411,G,1,nitrate,,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
3412,G,1,triacetate,,(topical),T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3413,G,1,trinitrate,,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
3414,G,0,Glycine,,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
3415,G,0,Glyclopyramide,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3416,G,0,Glycobiarsol,,,T37.3X1,T37.3X2,T37.3X3,T37.3X4,T37.3X5,T37.3X6
3417,G,0,Glycols,,(ether),T52.3X1,T52.3X2,T52.3X3,T52.3X4,--,--
3418,G,0,Glyconiazide,,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
3419,G,0,Glycopyrrolate,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
3420,G,0,Glycopyrronium,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
3421,G,1,bromide,,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
3422,G,0,"Glycoside, cardiac",,(stimulant),T46.0X1,T46.0X2,T46.0X3,T46.0X4,T46.0X5,T46.0X6
3423,G,0,Glycyclamide,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3424,G,0,Glycyrrhiza extract,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
3425,G,0,Glycyrrhizic acid,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
3426,G,0,Glycyrrhizinate potassium,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
3427,G,0,Glymidine sodium,,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
3428,G,0,Glyphosate,,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,--,--
3429,G,0,Glyphylline,,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
3430,G,0,Gold,,,,,,,,
3431,G,1,colloidal,,(l98Au),T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
3432,G,1,salts,,,T39.4X1,T39.4X2,T39.4X3,T39.4X4,T39.4X5,T39.4X6
3433,G,0,Golden sulfide of antimony,,,T56.891,T56.892,T56.893,T56.894,--,--
3434,G,0,Goldylocks,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
3435,G,0,Gonadal tissue extract,,,T38.901,T38.902,T38.903,T38.904,T38.905,T38.906
3436,G,1,female,,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
3437,G,1,male,,,T38.7X1,T38.7X2,T38.7X3,T38.7X4,T38.7X5,T38.7X6
3438,G,0,Gonadorelin,,,T38.891,T38.892,T38.893,T38.894,T38.895,T38.896
3439,G,0,Gonadotropin,,,T38.891,T38.892,T38.893,T38.894,T38.895,T38.896
3440,G,1,chorionic,,,T38.891,T38.892,T38.893,T38.894,T38.895,T38.896
3441,G,1,pituitary,,,T38.811,T38.812,T38.813,T38.814,T38.815,T38.816
3442,G,0,Goserelin,,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
3443,G,0,Grain alcohol,,,T51.0X1,T51.0X2,T51.0X3,T51.0X4,--,--
3444,G,0,Gramicidin,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3445,G,0,Granisetron,,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
3446,G,0,Gratiola officinalis,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
3447,G,0,Grease,,,T65.891,T65.892,T65.893,T65.894,--,--
3448,G,0,Green hellebore,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
3449,G,0,Green soap,,,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
3450,G,0,Grifulvin,,,T36.7X1,T36.7X2,T36.7X3,T36.7X4,T36.7X5,T36.7X6
3451,G,0,Griseofulvin,,,T36.7X1,T36.7X2,T36.7X3,T36.7X4,T36.7X5,T36.7X6
3452,G,0,Growth hormone,,,T38.811,T38.812,T38.813,T38.814,T38.815,T38.816
3453,G,0,Guaiac reagent,,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
3454,G,0,Guaiacol derivatives,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
3455,G,0,Guaifenesin,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
3456,G,0,Guaimesal,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
3457,G,0,Guaiphenesin,,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
3458,G,0,Guamecycline,,,T36.4X1,T36.4X2,T36.4X3,T36.4X4,T36.4X5,T36.4X6
3459,G,0,Guanabenz,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3460,G,0,Guanacline,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3461,G,0,Guanadrel,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3462,G,0,Guanatol,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
3463,G,0,Guanethidine,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3464,G,0,Guanfacine,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3465,G,0,Guano,,,T65.891,T65.892,T65.893,T65.894,--,--
3466,G,0,Guanochlor,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3467,G,0,Guanoclor,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3468,G,0,Guanoctine,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3469,G,0,Guanoxabenz,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3470,G,0,Guanoxan,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3471,G,0,Guar gum,,(medicinal),T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
3472,H,0,Hachimycin,,,T36.7X1,T36.7X2,T36.7X3,T36.7X4,T36.7X5,T36.7X6
3473,H,0,Hair,,,,,,,,
3474,H,1,dye,,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
3475,H,1,preparation NEC,,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
3476,H,0,Halazepam,,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
3477,H,0,Halcinolone,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3478,H,0,Halcinonide,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3479,H,0,Halethazole,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3480,H,0,Hallucinogen NOS,,,T40.901,T40.902,T40.903,T40.904,T40.905,T40.906
3481,H,1,specified NEC,,,T40.991,T40.992,T40.993,T40.994,T40.995,T40.996
3482,H,0,Halofantrine,,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
3483,H,0,Halofenate,,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
3484,H,0,Halometasone,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3485,H,0,Haloperidol,,,T43.4X1,T43.4X2,T43.4X3,T43.4X4,T43.4X5,T43.4X6
3486,H,0,Haloprogin,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3487,H,0,Halotex,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3488,H,0,Halothane,,,T41.0X1,T41.0X2,T41.0X3,T41.0X4,T41.0X5,T41.0X6
3489,H,0,Haloxazolam,,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
3490,H,0,Halquinols,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3491,H,0,Hamamelis,,,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
3492,H,0,Haptendextran,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
3493,H,0,Harmonyl,,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
3494,H,0,Hartmann's solution,,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
3495,H,0,Hashish,,,T40.711,T40.712,T40.713,T40.714,T40.715,T40.716
3496,H,0,Hawaiian Woodrose seeds,,,T40.991,T40.992,T40.993,T40.994,--,--
3497,H,0,HCB,,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,--,--
3498,H,0,HCH,,,T53.6X1,T53.6X2,T53.6X3,T53.6X4,--,--
3499,H,1,medicinal,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3500,H,0,HCN,,,T57.3X1,T57.3X2,T57.3X3,T57.3X4,--,--
3501,H,0,"Headache cures, drugs, powders NEC",,,T50.901,T50.902,T50.903,T50.904,T50.905,T50.906
3502,H,0,Heavenly Blue,,(morning glory),T40.991,T40.992,T40.993,T40.994,--,--
3503,H,0,Heavy metal antidote,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
3504,H,0,Hedaquinium,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3505,H,0,Hedge hyssop,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
3506,H,0,Heet,,,T49.8X1,T49.8X2,T49.8X3,T49.8X4,T49.8X5,T49.8X6
3507,H,0,Helenin,,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
3508,H,0,Helium,,(nonmedicinal),T59.891,T59.892,T59.893,T59.894,--,--
3509,H,1,medicinal,,,T48.991,T48.992,T48.993,T48.994,T48.995,T48.996
3510,H,0,Hellebore,,(black) (green) (white),T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
3511,H,0,Hematin,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
3512,H,0,Hematinic preparation,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
3513,H,0,Hematological agent,,,T45.91,T45.92,T45.93,T45.94,T45.95,T45.96
3514,H,1,specified NEC,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
3515,H,0,Hemlock,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
3516,H,0,Hemostatic,,,T45.621,T45.622,T45.623,T45.624,T45.625,T45.626
3517,H,1,"drug, systemic",,,T45.621,T45.622,T45.623,T45.624,T45.625,T45.626
3518,H,0,Hemostyptic,,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
3519,H,0,Henbane,,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,--,--
3520,H,0,Heparin,,(sodium),T45.511,T45.512,T45.513,T45.514,T45.515,T45.516
3521,H,1,action reverser,,,T45.7X1,T45.7X2,T45.7X3,T45.7X4,T45.7X5,T45.7X6
3522,H,0,Heparin-fraction,,,T45.511,T45.512,T45.513,T45.514,T45.515,T45.516
3523,H,0,Heparinoid,,(systemic),T45.511,T45.512,T45.513,T45.514,T45.515,T45.516
3524,H,0,Hepatic secretion stimulant,,,T47.8X1,T47.8X2,T47.8X3,T47.8X4,T47.8X5,T47.8X6
3525,H,0,Hepatitis B,,,,,,,,
3526,H,1,immune globulin,,,T50.Z11,T50.Z12,T50.Z13,T50.Z14,T50.Z15,T50.Z16
3527,H,1,vaccine,,,T50.B91,T50.B92,T50.B93,T50.B94,T50.B95,T50.B96
3528,H,0,Hepronicate,,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
3529,H,0,Heptabarb,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
3530,H,0,Heptabarbital,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
3531,H,0,Heptabarbitone,,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
3532,H,0,Heptachlor,,,T60.1X1,T60.1X2,T60.1X3,T60.1X4,--,--
3533,H,0,Heptalgin,,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,T40.2X5,T40.2X6
3534,H,0,Heptaminol,,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
3535,H,0,Herbicide NEC,,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,--,--
3536,H,0,Heroin,,,T40.1X1,T40.1X2,T40.1X3,T40.1X4,--,--
3537,H,0,Herplex,,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
3538,H,0,HES,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
3539,H,0,Hesperidin,,,T46.991,T46.992,T46.993,T46.994,T46.995,T46.996
3540,H,0,Hetacillin,,,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
3541,H,0,Hetastarch,,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
3542,H,0,HETP,,,T60.0X1,T60.0X2,T60.0X3,T60.0X4,--,--
3543,H,0,Hexachlorobenzene,,(vapor),T60.3X1,T60.3X2,T60.3X3,T60.3X4,--,--
3544,H,0,Hexachlorocyclohexane,,,T53.6X1,T53.6X2,T53.6X3,T53.6X4,--,--
3545,H,0,Hexachlorophene,,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
3546,H,0,Hexadiline,,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
3547,H,0,Hexadimethrine,,(bromide),T45.7X1,T45.7X2,T45.7X3,T45.7X4,T45.7X5,T45.7X6
3548,H,0,Hexadylamine,,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
3549,H,0,Hexaethyl tetraphos-phate,,,T60.0X1,T60.0X2,T60.0X3,T60.0X4,--,--
3550,H,0,Hexafluorenium bromide,,,T48.1X1,T48.1X2,T48.1X3,T48.1X4,T48.1X5,T48.1X6
3551,H,0,Hexafluronium,,(bromide),T48.1X1,T48.1X2,T48.1X3,T48.1X4,T48.1X5,T48.1X6
3552,H,0,Hexa-germ,,,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
3553,H,0,Hexahydrobenzol,,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,--,--
3554,H,0,Hexahydrocresol,,(s),T51.8X1,T51.8X2,T51.8X3,T51.8X4,--,--
3555,H,1,arsenide,,,T57.0X1,T57.0X2,T57.0X3,T57.0X4,--,--
3556,H,1,arseniurated,,,T57.0X1,T57.0X2,T57.0X3,T57.0X4,--,--
3557,H,1,cyanide,,,T57.3X1,T57.3X2,T57.3X3,T57.3X4,--,--
3558,H,2,gas,,,T59.891,T59.892,T59.893,T59.894,--,--
3559,H,1,Fluoride,,(liquid),T57.8X1,T57.8X2,T57.8X3,T57.8X4,--,--
