Code,Description,ChapterID,SectionID
M92.211,"Osteochondrosis (juvenile) of carpal lunate [Kienböck], right hand",13,M91-M94
M92.212,"Osteochondrosis (juvenile) of carpal lunate [Kienböck], left hand",13,M91-M94
M92.219,"Osteochondrosis (juvenile) of carpal lunate [Kienböck], unspecified hand",13,M91-M94
M92.22,Osteochondrosis (juvenile) of metacarpal heads [Mauclaire],13,M91-M94
M92.221,"Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], right hand",13,M91-M94
M92.222,"Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], left hand",13,M91-M94
M92.229,"Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], unspecified hand",13,M91-M94
M92.29,"Other juvenile osteochondrosis, hand",13,M91-M94
M92.291,"Other juvenile osteochondrosis, right hand",13,M91-M94
M92.292,"Other juvenile osteochondrosis, left hand",13,M91-M94
M92.299,"Other juvenile osteochondrosis, unspecified hand",13,M91-M94
M92.3,"Other juvenile osteochondrosis, upper limb",13,M91-M94
M92.30,"Other juvenile osteochondrosis, unspecified upper limb",13,M91-M94
M92.31,"Other juvenile osteochondrosis, right upper limb",13,M91-M94
M92.32,"Other juvenile osteochondrosis, left upper limb",13,M91-M94
M92.4,Juvenile osteochondrosis of patella,13,M91-M94
M92.40,"Juvenile osteochondrosis of patella, unspecified knee",13,M91-M94
M92.41,"Juvenile osteochondrosis of patella, right knee",13,M91-M94
M92.42,"Juvenile osteochondrosis of patella, left knee",13,M91-M94
M92.5,Juvenile osteochondrosis of tibia and fibula,13,M91-M94
M92.50,Unspecified juvenile osteochondrosis of tibia and fibula,13,M91-M94
M92.501,"Unspecified juvenile osteochondrosis, right leg",13,M91-M94
M92.502,"Unspecified juvenile osteochondrosis, left leg",13,M91-M94
M92.503,"Unspecified juvenile osteochondrosis, bilateral leg",13,M91-M94
M92.509,"Unspecified juvenile osteochondrosis, unspecified leg",13,M91-M94
M92.51,Juvenile osteochondrosis of proximal tibia,13,M91-M94
M92.511,"Juvenile osteochondrosis of proximal tibia, right leg",13,M91-M94
M92.512,"Juvenile osteochondrosis of proximal tibia, left leg",13,M91-M94
M92.513,"Juvenile osteochondrosis of proximal tibia, bilateral",13,M91-M94
M92.519,"Juvenile osteochondrosis of proximal tibia, unspecified leg",13,M91-M94
M92.52,Juvenile osteochondrosis of tibia tubercle,13,M91-M94
M92.521,"Juvenile osteochondrosis of tibia tubercle, right leg",13,M91-M94
M92.522,"Juvenile osteochondrosis of tibia tubercle, left leg",13,M91-M94
M92.523,"Juvenile osteochondrosis of tibia tubercle, bilateral",13,M91-M94
M92.529,"Juvenile osteochondrosis of tibia tubercle, unspecified leg",13,M91-M94
M92.59,Other juvenile osteochondrosis of tibia and fibula,13,M91-M94
M92.591,"Other juvenile osteochondrosis of tibia and fibula, right leg",13,M91-M94
M92.592,"Other juvenile osteochondrosis of tibia and fibula, left leg",13,M91-M94
M92.593,"Other juvenile osteochondrosis of tibia and fibula, bilateral",13,M91-M94
M92.599,"Other juvenile osteochondrosis of tibia and fibula, unspecified leg",13,M91-M94
M92.6,Juvenile osteochondrosis of tarsus,13,M91-M94
M92.60,"Juvenile osteochondrosis of tarsus, unspecified ankle",13,M91-M94
M92.61,"Juvenile osteochondrosis of tarsus, right ankle",13,M91-M94
M92.62,"Juvenile osteochondrosis of tarsus, left ankle",13,M91-M94
M92.7,Juvenile osteochondrosis of metatarsus,13,M91-M94
M92.70,"Juvenile osteochondrosis of metatarsus, unspecified foot",13,M91-M94
M92.71,"Juvenile osteochondrosis of metatarsus, right foot",13,M91-M94
M92.72,"Juvenile osteochondrosis of metatarsus, left foot",13,M91-M94
M92.8,Other specified juvenile osteochondrosis,13,M91-M94
M92.9,"Juvenile osteochondrosis, unspecified",13,M91-M94
M93,Other osteochondropathies,13,M91-M94
M93.0,Slipped upper femoral epiphysis (nontraumatic),13,M91-M94
M93.00,Unspecified slipped upper femoral epiphysis (nontraumatic),13,M91-M94
M93.001,"Unspecified slipped upper femoral epiphysis (nontraumatic), right hip",13,M91-M94
M93.002,"Unspecified slipped upper femoral epiphysis (nontraumatic), left hip",13,M91-M94
M93.003,"Unspecified slipped upper femoral epiphysis (nontraumatic), unspecified hip",13,M91-M94
M93.004,"Unspecified slipped upper femoral epiphysis (nontraumatic), bilateral hips",13,M91-M94
M93.01,"Acute slipped upper femoral epiphysis, stable (nontraumatic)",13,M91-M94
M93.011,"Acute slipped upper femoral epiphysis, stable (nontraumatic), right hip",13,M91-M94
M93.012,"Acute slipped upper femoral epiphysis, stable (nontraumatic), left hip",13,M91-M94
M93.013,"Acute slipped upper femoral epiphysis, stable (nontraumatic), unspecified hip",13,M91-M94
M93.014,"Acute slipped upper femoral epiphysis, stable (nontraumatic), bilateral hips",13,M91-M94
M93.02,"Chronic slipped upper femoral epiphysis, stable (nontraumatic)",13,M91-M94
M93.021,"Chronic slipped upper femoral epiphysis, stable (nontraumatic), right hip",13,M91-M94
M93.022,"Chronic slipped upper femoral epiphysis, stable (nontraumatic), left hip",13,M91-M94
M93.023,"Chronic slipped upper femoral epiphysis, stable (nontraumatic), unspecified hip",13,M91-M94
M93.024,"Chronic slipped upper femoral epiphysis, stable (nontraumatic), bilateral hips",13,M91-M94
M93.03,"Acute on chronic slipped upper femoral epiphysis, stable (nontraumatic)",13,M91-M94
M93.031,"Acute on chronic slipped upper femoral epiphysis, stable (nontraumatic), right hip",13,M91-M94
M93.032,"Acute on chronic slipped upper femoral epiphysis, stable (nontraumatic), left hip",13,M91-M94
M93.033,"Acute on chronic slipped upper femoral epiphysis, stable (nontraumatic), unspecified hip",13,M91-M94
M93.034,"Acute on chronic slipped upper femoral epiphysis, stable (nontraumatic), bilateral hips",13,M91-M94
M93.04,"Acute slipped upper femoral epiphysis, unstable (nontraumatic)",13,M91-M94
M93.041,"Acute slipped upper femoral epiphysis, unstable (nontraumatic), right hip",13,M91-M94
M93.042,"Acute slipped upper femoral epiphysis, unstable (nontraumatic), left hip",13,M91-M94
M93.043,"Acute slipped upper femoral epiphysis, unstable (nontraumatic), unspecified hip",13,M91-M94
M93.044,"Acute slipped upper femoral epiphysis, unstable (nontraumatic), bilateral hips",13,M91-M94
M93.05,"Acute on chronic slipped upper femoral epiphysis, unstable (nontraumatic)",13,M91-M94
M93.051,"Acute on chronic slipped upper femoral epiphysis, unstable (nontraumatic), right hip",13,M91-M94
M93.052,"Acute on chronic slipped upper femoral epiphysis, unstable (nontraumatic), left hip",13,M91-M94
M93.053,"Acute on chronic slipped upper femoral epiphysis, unstable (nontraumatic), unspecified hip",13,M91-M94
M93.054,"Acute on chronic slipped upper femoral epiphysis, unstable (nontraumatic), bilateral hips",13,M91-M94
M93.06,"Acute slipped upper femoral epiphysis, unspecified stability (nontraumatic)",13,M91-M94
M93.061,"Acute slipped upper femoral epiphysis, unspecified stability (nontraumatic), right hip",13,M91-M94
M93.062,"Acute slipped upper femoral epiphysis, unspecified stability (nontraumatic), left hip",13,M91-M94
M93.063,"Acute slipped upper femoral epiphysis, unspecified stability (nontraumatic), unspecified hip",13,M91-M94
M93.064,"Acute slipped upper femoral epiphysis, unspecified stability (nontraumatic), bilateral hips",13,M91-M94
M93.07,"Acute on chronic slipped upper femoral epiphysis, unspecified stability (nontraumatic)",13,M91-M94
M93.071,"Acute on chronic slipped upper femoral epiphysis, unspecified stability (nontraumatic), right hip",13,M91-M94
M93.072,"Acute on chronic slipped upper femoral epiphysis, unspecified stability (nontraumatic), left hip",13,M91-M94
M93.073,"Acute on chronic slipped upper femoral epiphysis, unspecified stability (nontraumatic), unspecified hip",13,M91-M94
M93.074,"Acute on chronic slipped upper femoral epiphysis, unspecified stability (nontraumatic), bilateral hips",13,M91-M94
M93.1,Kienböck's disease of adults,13,M91-M94
M93.2,Osteochondritis dissecans,13,M91-M94
M93.20,Osteochondritis dissecans of unspecified site,13,M91-M94
M93.21,Osteochondritis dissecans of shoulder,13,M91-M94
M93.211,"Osteochondritis dissecans, right shoulder",13,M91-M94
M93.212,"Osteochondritis dissecans, left shoulder",13,M91-M94
M93.219,"Osteochondritis dissecans, unspecified shoulder",13,M91-M94
M93.22,Osteochondritis dissecans of elbow,13,M91-M94
M93.221,"Osteochondritis dissecans, right elbow",13,M91-M94
M93.222,"Osteochondritis dissecans, left elbow",13,M91-M94
M93.229,"Osteochondritis dissecans, unspecified elbow",13,M91-M94
M93.23,Osteochondritis dissecans of wrist,13,M91-M94
M93.231,"Osteochondritis dissecans, right wrist",13,M91-M94
M93.232,"Osteochondritis dissecans, left wrist",13,M91-M94
M93.239,"Osteochondritis dissecans, unspecified wrist",13,M91-M94
M93.24,Osteochondritis dissecans of joints of hand,13,M91-M94
M93.241,"Osteochondritis dissecans, joints of right hand",13,M91-M94
M93.242,"Osteochondritis dissecans, joints of left hand",13,M91-M94
M93.249,"Osteochondritis dissecans, joints of unspecified hand",13,M91-M94
M93.25,Osteochondritis dissecans of hip,13,M91-M94
M93.251,"Osteochondritis dissecans, right hip",13,M91-M94
M93.252,"Osteochondritis dissecans, left hip",13,M91-M94
M93.259,"Osteochondritis dissecans, unspecified hip",13,M91-M94
M93.26,Osteochondritis dissecans knee,13,M91-M94
M93.261,"Osteochondritis dissecans, right knee",13,M91-M94
M93.262,"Osteochondritis dissecans, left knee",13,M91-M94
M93.269,"Osteochondritis dissecans, unspecified knee",13,M91-M94
M93.27,Osteochondritis dissecans of ankle and joints of foot,13,M91-M94
M93.271,"Osteochondritis dissecans, right ankle and joints of right foot",13,M91-M94
M93.272,"Osteochondritis dissecans, left ankle and joints of left foot",13,M91-M94
M93.279,"Osteochondritis dissecans, unspecified ankle and joints of foot",13,M91-M94
M93.28,Osteochondritis dissecans other site,13,M91-M94
M93.29,Osteochondritis dissecans multiple sites,13,M91-M94
M93.8,Other specified osteochondropathies,13,M91-M94
M93.80,Other specified osteochondropathies of unspecified site,13,M91-M94
M93.81,Other specified osteochondropathies of shoulder,13,M91-M94
M93.811,"Other specified osteochondropathies, right shoulder",13,M91-M94
M93.812,"Other specified osteochondropathies, left shoulder",13,M91-M94
M93.819,"Other specified osteochondropathies, unspecified shoulder",13,M91-M94
M93.82,Other specified osteochondropathies of upper arm,13,M91-M94
M93.821,"Other specified osteochondropathies, right upper arm",13,M91-M94
M93.822,"Other specified osteochondropathies, left upper arm",13,M91-M94
M93.829,"Other specified osteochondropathies, unspecified upper arm",13,M91-M94
M93.83,Other specified osteochondropathies of forearm,13,M91-M94
M93.831,"Other specified osteochondropathies, right forearm",13,M91-M94
M93.832,"Other specified osteochondropathies, left forearm",13,M91-M94
M93.839,"Other specified osteochondropathies, unspecified forearm",13,M91-M94
M93.84,Other specified osteochondropathies of hand,13,M91-M94
M93.841,"Other specified osteochondropathies, right hand",13,M91-M94
M93.842,"Other specified osteochondropathies, left hand",13,M91-M94
M93.849,"Other specified osteochondropathies, unspecified hand",13,M91-M94
M93.85,Other specified osteochondropathies of thigh,13,M91-M94
M93.851,"Other specified osteochondropathies, right thigh",13,M91-M94
M93.852,"Other specified osteochondropathies, left thigh",13,M91-M94
M93.859,"Other specified osteochondropathies, unspecified thigh",13,M91-M94
M93.86,Other specified osteochondropathies lower leg,13,M91-M94
M93.861,"Other specified osteochondropathies, right lower leg",13,M91-M94
M93.862,"Other specified osteochondropathies, left lower leg",13,M91-M94
M93.869,"Other specified osteochondropathies, unspecified lower leg",13,M91-M94
M93.87,Other specified osteochondropathies of ankle and foot,13,M91-M94
M93.871,"Other specified osteochondropathies, right ankle and foot",13,M91-M94
M93.872,"Other specified osteochondropathies, left ankle and foot",13,M91-M94
M93.879,"Other specified osteochondropathies, unspecified ankle and foot",13,M91-M94
M93.88,Other specified osteochondropathies other,13,M91-M94
M93.89,Other specified osteochondropathies multiple sites,13,M91-M94
M93.9,"Osteochondropathy, unspecified",13,M91-M94
M93.90,"Osteochondropathy, unspecified of unspecified site",13,M91-M94
M93.91,"Osteochondropathy, unspecified of shoulder",13,M91-M94
M93.911,"Osteochondropathy, unspecified, right shoulder",13,M91-M94
M93.912,"Osteochondropathy, unspecified, left shoulder",13,M91-M94
M93.919,"Osteochondropathy, unspecified, unspecified shoulder",13,M91-M94
M93.92,"Osteochondropathy, unspecified of upper arm",13,M91-M94
M93.921,"Osteochondropathy, unspecified, right upper arm",13,M91-M94
M93.922,"Osteochondropathy, unspecified, left upper arm",13,M91-M94
M93.929,"Osteochondropathy, unspecified, unspecified upper arm",13,M91-M94
M93.93,"Osteochondropathy, unspecified of forearm",13,M91-M94
M93.931,"Osteochondropathy, unspecified, right forearm",13,M91-M94
M93.932,"Osteochondropathy, unspecified, left forearm",13,M91-M94
M93.939,"Osteochondropathy, unspecified, unspecified forearm",13,M91-M94
M93.94,"Osteochondropathy, unspecified of hand",13,M91-M94
M93.941,"Osteochondropathy, unspecified, right hand",13,M91-M94
M93.942,"Osteochondropathy, unspecified, left hand",13,M91-M94
M93.949,"Osteochondropathy, unspecified, unspecified hand",13,M91-M94
M93.95,"Osteochondropathy, unspecified of thigh",13,M91-M94
M93.951,"Osteochondropathy, unspecified, right thigh",13,M91-M94
M93.952,"Osteochondropathy, unspecified, left thigh",13,M91-M94
M93.959,"Osteochondropathy, unspecified, unspecified thigh",13,M91-M94
M93.96,"Osteochondropathy, unspecified lower leg",13,M91-M94
M93.961,"Osteochondropathy, unspecified, right lower leg",13,M91-M94
M93.962,"Osteochondropathy, unspecified, left lower leg",13,M91-M94
M93.969,"Osteochondropathy, unspecified, unspecified lower leg",13,M91-M94
M93.97,"Osteochondropathy, unspecified of ankle and foot",13,M91-M94
M93.971,"Osteochondropathy, unspecified, right ankle and foot",13,M91-M94
M93.972,"Osteochondropathy, unspecified, left ankle and foot",13,M91-M94
M93.979,"Osteochondropathy, unspecified, unspecified ankle and foot",13,M91-M94
M93.98,"Osteochondropathy, unspecified other",13,M91-M94
M93.99,"Osteochondropathy, unspecified multiple sites",13,M91-M94
M94,Other disorders of cartilage,13,M91-M94
M94.0,Chondrocostal junction syndrome [Tietze],13,M91-M94
M94.1,Relapsing polychondritis,13,M91-M94
M94.2,Chondromalacia,13,M91-M94
M94.20,"Chondromalacia, unspecified site",13,M91-M94
M94.21,"Chondromalacia, shoulder",13,M91-M94
M94.211,"Chondromalacia, right shoulder",13,M91-M94
M94.212,"Chondromalacia, left shoulder",13,M91-M94
M94.219,"Chondromalacia, unspecified shoulder",13,M91-M94
M94.22,"Chondromalacia, elbow",13,M91-M94
M94.221,"Chondromalacia, right elbow",13,M91-M94
M94.222,"Chondromalacia, left elbow",13,M91-M94
M94.229,"Chondromalacia, unspecified elbow",13,M91-M94
M94.23,"Chondromalacia, wrist",13,M91-M94
M94.231,"Chondromalacia, right wrist",13,M91-M94
M94.232,"Chondromalacia, left wrist",13,M91-M94
M94.239,"Chondromalacia, unspecified wrist",13,M91-M94
M94.24,"Chondromalacia, joints of hand",13,M91-M94
M94.241,"Chondromalacia, joints of right hand",13,M91-M94
M94.242,"Chondromalacia, joints of left hand",13,M91-M94
M94.249,"Chondromalacia, joints of unspecified hand",13,M91-M94
M94.25,"Chondromalacia, hip",13,M91-M94
M94.251,"Chondromalacia, right hip",13,M91-M94
M94.252,"Chondromalacia, left hip",13,M91-M94
M94.259,"Chondromalacia, unspecified hip",13,M91-M94
M94.26,"Chondromalacia, knee",13,M91-M94
M94.261,"Chondromalacia, right knee",13,M91-M94
M94.262,"Chondromalacia, left knee",13,M91-M94
M94.269,"Chondromalacia, unspecified knee",13,M91-M94
M94.27,"Chondromalacia, ankle and joints of foot",13,M91-M94
M94.271,"Chondromalacia, right ankle and joints of right foot",13,M91-M94
M94.272,"Chondromalacia, left ankle and joints of left foot",13,M91-M94
M94.279,"Chondromalacia, unspecified ankle and joints of foot",13,M91-M94
M94.28,"Chondromalacia, other site",13,M91-M94
M94.29,"Chondromalacia, multiple sites",13,M91-M94
M94.3,Chondrolysis,13,M91-M94
M94.35,"Chondrolysis, hip",13,M91-M94
M94.351,"Chondrolysis, right hip",13,M91-M94
M94.352,"Chondrolysis, left hip",13,M91-M94
M94.359,"Chondrolysis, unspecified hip",13,M91-M94
M94.8,Other specified disorders of cartilage,13,M91-M94
M94.8X,Other specified disorders of cartilage,13,M91-M94
M94.8X0,"Other specified disorders of cartilage, multiple sites",13,M91-M94
M94.8X1,"Other specified disorders of cartilage, shoulder",13,M91-M94
M94.8X2,"Other specified disorders of cartilage, upper arm",13,M91-M94
M94.8X3,"Other specified disorders of cartilage, forearm",13,M91-M94
M94.8X4,"Other specified disorders of cartilage, hand",13,M91-M94
M94.8X5,"Other specified disorders of cartilage, thigh",13,M91-M94
M94.8X6,"Other specified disorders of cartilage, lower leg",13,M91-M94
M94.8X7,"Other specified disorders of cartilage, ankle and foot",13,M91-M94
M94.8X8,"Other specified disorders of cartilage, other site",13,M91-M94
M94.8X9,"Other specified disorders of cartilage, unspecified sites",13,M91-M94
M94.9,"Disorder of cartilage, unspecified",13,M91-M94
M95,Other acquired deformities of musculoskeletal system and connective tissue,13,M95
M95.0,Acquired deformity of nose,13,M95
M95.1,Cauliflower ear,13,M95
M95.10,"Cauliflower ear, unspecified ear",13,M95
M95.11,"Cauliflower ear, right ear",13,M95
M95.12,"Cauliflower ear, left ear",13,M95
M95.2,Other acquired deformity of head,13,M95
M95.3,Acquired deformity of neck,13,M95
M95.4,Acquired deformity of chest and rib,13,M95
M95.5,Acquired deformity of pelvis,13,M95
M95.8,Other specified acquired deformities of musculoskeletal system,13,M95
M95.9,"Acquired deformity of musculoskeletal system, unspecified",13,M95
M96,"Intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified",13,M96
M96.0,Pseudarthrosis after fusion or arthrodesis,13,M96
M96.1,"Postlaminectomy syndrome, not elsewhere classified",13,M96
M96.2,Postradiation kyphosis,13,M96
M96.3,Postlaminectomy kyphosis,13,M96
M96.4,Postsurgical lordosis,13,M96
M96.5,Postradiation scoliosis,13,M96
M96.6,"Fracture of bone following insertion of orthopedic implant, joint prosthesis, or bone plate",13,M96
M96.62,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate",13,M96
M96.621,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate, right arm",13,M96
M96.622,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate, left arm",13,M96
M96.629,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified arm",13,M96
M96.63,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate",13,M96
M96.631,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, right arm",13,M96
M96.632,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, left arm",13,M96
M96.639,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified arm",13,M96
M96.65,"Fracture of pelvis following insertion of orthopedic implant, joint prosthesis, or bone plate",13,M96
M96.66,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate",13,M96
M96.661,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, right leg",13,M96
M96.662,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, left leg",13,M96
M96.669,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified leg",13,M96
M96.67,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate",13,M96
M96.671,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate, right leg",13,M96
M96.672,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate, left leg",13,M96
M96.679,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified leg",13,M96
M96.69,"Fracture of other bone following insertion of orthopedic implant, joint prosthesis, or bone plate",13,M96
M96.8,"Other intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified",13,M96
M96.81,Intraoperative hemorrhage and hematoma of a musculoskeletal structure complicating a procedure,13,M96
M96.810,Intraoperative hemorrhage and hematoma of a musculoskeletal structure complicating a musculoskeletal system procedure,13,M96
M96.811,Intraoperative hemorrhage and hematoma of a musculoskeletal structure complicating other procedure,13,M96
M96.82,Accidental puncture and laceration of a musculoskeletal structure during a procedure,13,M96
M96.820,Accidental puncture and laceration of a musculoskeletal structure during a musculoskeletal system procedure,13,M96
M96.821,Accidental puncture and laceration of a musculoskeletal structure during other procedure,13,M96
M96.83,Postprocedural hemorrhage of a musculoskeletal structure following a procedure,13,M96
M96.830,Postprocedural hemorrhage of a musculoskeletal structure following a musculoskeletal system procedure,13,M96
M96.831,Postprocedural hemorrhage of a musculoskeletal structure following other procedure,13,M96
M96.84,Postprocedural hematoma and seroma of a musculoskeletal structure following a procedure,13,M96
M96.840,Postprocedural hematoma of a musculoskeletal structure following a musculoskeletal system procedure,13,M96
M96.841,Postprocedural hematoma of a musculoskeletal structure following other procedure,13,M96
M96.842,Postprocedural seroma of a musculoskeletal structure following a musculoskeletal system procedure,13,M96
M96.843,Postprocedural seroma of a musculoskeletal structure following other procedure,13,M96
M96.89,Other intraoperative and postprocedural complications and disorders of the musculoskeletal system,13,M96
M96.A,"Fracture of ribs, sternum and thorax associated with compression of the chest and cardiopulmonary resuscitation",13,M96
M96.A1,Fracture of sternum associated with chest compression and cardiopulmonary resuscitation,13,M96
M96.A2,Fracture of one rib associated with chest compression and cardiopulmonary resuscitation,13,M96
M96.A3,Multiple fractures of ribs associated with chest compression and cardiopulmonary resuscitation,13,M96
M96.A4,Flail chest associated with chest compression and cardiopulmonary resuscitation,13,M96
M96.A9,Other fracture associated with chest compression and cardiopulmonary resuscitation,13,M96
M97,Periprosthetic fracture around internal prosthetic joint,13,M97
M97.0,Periprosthetic fracture around internal prosthetic hip joint,13,M97
M97.01,Periprosthetic fracture around internal prosthetic right hip joint,13,M97
M97.02,Periprosthetic fracture around internal prosthetic left hip joint,13,M97
M97.1,Periprosthetic fracture around internal prosthetic knee joint,13,M97
M97.11,Periprosthetic fracture around internal prosthetic right knee joint,13,M97
M97.12,Periprosthetic fracture around internal prosthetic left knee joint,13,M97
M97.2,Periprosthetic fracture around internal prosthetic ankle joint,13,M97
M97.21,Periprosthetic fracture around internal prosthetic right ankle joint,13,M97
M97.22,Periprosthetic fracture around internal prosthetic left ankle joint,13,M97
M97.3,Periprosthetic fracture around internal prosthetic shoulder joint,13,M97
M97.31,Periprosthetic fracture around internal prosthetic right shoulder joint,13,M97
M97.32,Periprosthetic fracture around internal prosthetic left shoulder joint,13,M97
M97.4,Periprosthetic fracture around internal prosthetic elbow joint,13,M97
M97.41,Periprosthetic fracture around internal prosthetic right elbow joint,13,M97
M97.42,Periprosthetic fracture around internal prosthetic left elbow joint,13,M97
M97.8,Periprosthetic fracture around other internal prosthetic joint,13,M97
M97.9,Periprosthetic fracture around unspecified internal prosthetic joint,13,M97
M99,"Biomechanical lesions, not elsewhere classified",13,M99
M99.0,Segmental and somatic dysfunction,13,M99
M99.00,Segmental and somatic dysfunction of head region,13,M99
M99.01,Segmental and somatic dysfunction of cervical region,13,M99
M99.02,Segmental and somatic dysfunction of thoracic region,13,M99
M99.03,Segmental and somatic dysfunction of lumbar region,13,M99
M99.04,Segmental and somatic dysfunction of sacral region,13,M99
M99.05,Segmental and somatic dysfunction of pelvic region,13,M99
M99.06,Segmental and somatic dysfunction of lower extremity,13,M99
M99.07,Segmental and somatic dysfunction of upper extremity,13,M99
M99.08,Segmental and somatic dysfunction of rib cage,13,M99
M99.09,Segmental and somatic dysfunction of abdomen and other regions,13,M99
M99.1,Subluxation complex (vertebral),13,M99
M99.10,Subluxation complex (vertebral) of head region,13,M99
M99.11,Subluxation complex (vertebral) of cervical region,13,M99
M99.12,Subluxation complex (vertebral) of thoracic region,13,M99
M99.13,Subluxation complex (vertebral) of lumbar region,13,M99
M99.14,Subluxation complex (vertebral) of sacral region,13,M99
M99.15,Subluxation complex (vertebral) of pelvic region,13,M99
M99.16,Subluxation complex (vertebral) of lower extremity,13,M99
M99.17,Subluxation complex (vertebral) of upper extremity,13,M99
M99.18,Subluxation complex (vertebral) of rib cage,13,M99
M99.19,Subluxation complex (vertebral) of abdomen and other regions,13,M99
M99.2,Subluxation stenosis of neural canal,13,M99
M99.20,Subluxation stenosis of neural canal of head region,13,M99
M99.21,Subluxation stenosis of neural canal of cervical region,13,M99
M99.22,Subluxation stenosis of neural canal of thoracic region,13,M99
M99.23,Subluxation stenosis of neural canal of lumbar region,13,M99
M99.24,Subluxation stenosis of neural canal of sacral region,13,M99
M99.25,Subluxation stenosis of neural canal of pelvic region,13,M99
M99.26,Subluxation stenosis of neural canal of lower extremity,13,M99
M99.27,Subluxation stenosis of neural canal of upper extremity,13,M99
M99.28,Subluxation stenosis of neural canal of rib cage,13,M99
M99.29,Subluxation stenosis of neural canal of abdomen and other regions,13,M99
M99.3,Osseous stenosis of neural canal,13,M99
M99.30,Osseous stenosis of neural canal of head region,13,M99
M99.31,Osseous stenosis of neural canal of cervical region,13,M99
M99.32,Osseous stenosis of neural canal of thoracic region,13,M99
M99.33,Osseous stenosis of neural canal of lumbar region,13,M99
M99.34,Osseous stenosis of neural canal of sacral region,13,M99
M99.35,Osseous stenosis of neural canal of pelvic region,13,M99
M99.36,Osseous stenosis of neural canal of lower extremity,13,M99
M99.37,Osseous stenosis of neural canal of upper extremity,13,M99
M99.38,Osseous stenosis of neural canal of rib cage,13,M99
M99.39,Osseous stenosis of neural canal of abdomen and other regions,13,M99
M99.4,Connective tissue stenosis of neural canal,13,M99
M99.40,Connective tissue stenosis of neural canal of head region,13,M99
M99.41,Connective tissue stenosis of neural canal of cervical region,13,M99
M99.42,Connective tissue stenosis of neural canal of thoracic region,13,M99
M99.43,Connective tissue stenosis of neural canal of lumbar region,13,M99
M99.44,Connective tissue stenosis of neural canal of sacral region,13,M99
M99.45,Connective tissue stenosis of neural canal of pelvic region,13,M99
M99.46,Connective tissue stenosis of neural canal of lower extremity,13,M99
M99.47,Connective tissue stenosis of neural canal of upper extremity,13,M99
M99.48,Connective tissue stenosis of neural canal of rib cage,13,M99
M99.49,Connective tissue stenosis of neural canal of abdomen and other regions,13,M99
M99.5,Intervertebral disc stenosis of neural canal,13,M99
M99.50,Intervertebral disc stenosis of neural canal of head region,13,M99
M99.51,Intervertebral disc stenosis of neural canal of cervical region,13,M99
M99.52,Intervertebral disc stenosis of neural canal of thoracic region,13,M99
M99.53,Intervertebral disc stenosis of neural canal of lumbar region,13,M99
M99.54,Intervertebral disc stenosis of neural canal of sacral region,13,M99
M99.55,Intervertebral disc stenosis of neural canal of pelvic region,13,M99
M99.56,Intervertebral disc stenosis of neural canal of lower extremity,13,M99
M99.57,Intervertebral disc stenosis of neural canal of upper extremity,13,M99
M99.58,Intervertebral disc stenosis of neural canal of rib cage,13,M99
M99.59,Intervertebral disc stenosis of neural canal of abdomen and other regions,13,M99
M99.6,Osseous and subluxation stenosis of intervertebral foramina,13,M99
M99.60,Osseous and subluxation stenosis of intervertebral foramina of head region,13,M99
M99.61,Osseous and subluxation stenosis of intervertebral foramina of cervical region,13,M99
M99.62,Osseous and subluxation stenosis of intervertebral foramina of thoracic region,13,M99
M99.63,Osseous and subluxation stenosis of intervertebral foramina of lumbar region,13,M99
M99.64,Osseous and subluxation stenosis of intervertebral foramina of sacral region,13,M99
M99.65,Osseous and subluxation stenosis of intervertebral foramina of pelvic region,13,M99
M99.66,Osseous and subluxation stenosis of intervertebral foramina of lower extremity,13,M99
M99.67,Osseous and subluxation stenosis of intervertebral foramina of upper extremity,13,M99
M99.68,Osseous and subluxation stenosis of intervertebral foramina of rib cage,13,M99
